System Time	RDTSC	Elapsed Time (sec)	 CPU Utilization(%)	CPU Frequency_0(MHz)	Processor Power_0(Watt)	Cumulative Processor Energy_0(Joules)	Cumulative Processor Energy_0(mWh)	IA Power_0(Watt)	Cumulative IA Energy_0(Joules)	Cumulative IA Energy_0(mWh)	Package Temperature_0(C)	Package Hot_0	DRAM Power_0(Watt)	Cumulative DRAM Energy_0(Joules)	Cumulative DRAM Energy_0(mWh)	Package PL1_0(Watt)	Package PL2_0(Watt)	Package PL4_0(Watt)	Platform PsysPL1_0(Watt)	Platform PsysPL2_0(Watt)
17:18:24:925	7,68599E+13	    0.117	   33.000	3200	  33.346	   3.912	   1.087	  21.990	   2.580	   0.717	62	0	   0.566	   0.066	   0.018	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:035	7,68602E+13	    0.227	   18.000	3200	  27.744	   6.952	   1.931	  16.249	   4.360	   1.211	59	0	   0.495	   0.121	   0.034	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:143	7,68605E+13	    0.335	   32.000	3200	  32.479	  10.466	   2.907	  21.173	   6.651	   1.848	60	0	   0.504	   0.175	   0.049	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:252	7,68608E+13	    0.445	   18.000	3200	  27.594	  13.491	   3.747	  16.078	   8.414	   2.337	65	0	   0.524	   0.233	   0.065	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:364	7,68611E+13	    0.556	   20.000	3200	  27.763	  16.580	   4.606	  16.471	  10.246	   2.846	61	0	   0.513	   0.290	   0.080	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:471	7,68614E+13	    0.664	   30.000	3200	  31.758	  20.000	   5.556	  20.299	  12.432	   3.453	60	0	   0.481	   0.342	   0.095	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:583	7,68617E+13	    0.775	   17.000	3200	  27.447	  23.059	   6.405	  16.168	  14.234	   3.954	68	0	   0.462	   0.393	   0.109	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:693	7,6862E+13	    0.885	   12.000	3200	  25.957	  25.923	   7.201	  14.675	  15.853	   4.404	68	0	   0.452	   0.443	   0.123	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:802	7,68623E+13	    0.995	   21.000	3200	  29.197	  29.117	   8.088	  17.691	  17.789	   4.941	60	0	   0.497	   0.497	   0.138	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:25:912	7,68626E+13	    1.105	   30.000	3200	  32.173	  32.654	   9.070	  20.794	  20.074	   5.576	65	0	   0.483	   0.550	   0.153	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:26:024	7,68629E+13	    1.216	   14.000	3200	  26.736	  35.638	   9.899	  15.497	  21.804	   6.057	67	0	   0.463	   0.602	   0.167	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:26:134	7,68632E+13	    1.326	   12.000	3200	  26.075	  38.495	  10.693	  14.611	  23.405	   6.501	68	0	   0.460	   0.652	   0.181	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:26:244	7,68635E+13	    1.437	   25.000	3200	  30.514	  41.874	  11.632	  19.059	  25.516	   7.088	63	0	   0.533	   0.711	   0.198	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:26:352	7,68638E+13	    1.545	   35.000	3200	  33.164	  45.455	  12.626	  21.784	  27.868	   7.741	63	0	   0.520	   0.768	   0.213	  55.000	  75.000	   0.000	 230.000	 280.000
17:18:26:464	7,68641E+13	    1.656	   12.000	3200	  26.383	  48.404	  13.446	  15.198	  29.567	   8.213	70	0	   0.455	   0.818	   0.227	  55.000	  75.000	   0.000	 230.000	 280.000
